name	kind	expect	reason	hex
mapping-candidate	mapping-claim	accept	canonical valid E4.0 document	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656963616e646964617465846e74773a776f726c642d7374617465808162656e806963616e64696461746581582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e30f6f680
mapping-candidate-trailing	mapping-claim	reject	trailing byte	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656963616e646964617465846e74773a776f726c642d7374617465808162656e806963616e64696461746581582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e30f6f68000
mapping-candidate-truncated	mapping-claim	reject	truncated document	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656963616e646964617465846e74773a776f726c642d7374617465808162656e806963616e64696461746581582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e30f6f6
mapping-candidate-wrong-version	mapping-claim	reject	unsupported version	8c7474782e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656963616e646964617465846e74773a776f726c642d7374617465808162656e806963616e64696461746581582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e30f6f680
mapping-invalid-relation	mapping-claim	reject	unknown mapping relation	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656a78787878787878787878846e74773a776f726c642d7374617465808162656e8068726576696577656481582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e3058200505050505050505050505050505050505050505050505050505050505050505f680
mapping-reviewed	mapping-claim	accept	canonical valid E4.0 document	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656a636f6e7465787475616c846e74773a776f726c642d7374617465808162656e8068726576696577656481582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e3058200505050505050505050505050505050505050505050505050505050505050505f680
mapping-reviewed-trailing	mapping-claim	reject	trailing byte	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656a636f6e7465787475616c846e74773a776f726c642d7374617465808162656e8068726576696577656481582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e3058200505050505050505050505050505050505050505050505050505050505050505f68000
mapping-reviewed-truncated	mapping-claim	reject	truncated document	8c7474772e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656a636f6e7465787475616c846e74773a776f726c642d7374617465808162656e8068726576696577656481582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e3058200505050505050505050505050505050505050505050505050505050505050505f6
mapping-reviewed-wrong-version	mapping-claim	reject	unsupported version	8c7474782e6d617070696e672d636c61696d2f302e31776d617070696e673a776f726c642f76616c756540302e3184716170692d776f726c6462616e6b2d6f7267736f726967696e3a776f726c6462616e6b4076326576616c75656a2f312f2a2f76616c75658276776f726c643a6d6561737572656d656e7456616c75656b776f726c643a76616c75656a636f6e7465787475616c846e74773a776f726c642d7374617465808162656e8068726576696577656481582002020202020202020202020202020202020202020202020202020202020202027474773a776f726c642d737461746540302e312e3058200505050505050505050505050505050505050505050505050505050505050505f680
module-draft	ontology-module	accept	canonical valid E4.0 document	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30656472616674816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606f680
module-draft-trailing	ontology-module	reject	trailing byte	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30656472616674816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606f68000
module-draft-truncated	ontology-module	reject	truncated document	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30656472616674816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606f6
module-draft-wrong-version	ontology-module	reject	unsupported version	8e7674782e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30656472616674816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606f680
module-invalid-semver	ontology-module	reject	non-canonical semantic version	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d73746174656530312e302e656472616674816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606f680
module-reviewed	ontology-module	accept	canonical valid E4.0 document	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30687265766965776564816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e31582006060606060606060606060606060606060606060606060606060606060606065820070707070707070707070707070707070707070707070707070707070707070780
module-reviewed-trailing	ontology-module	reject	trailing byte	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30687265766965776564816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e3158200606060606060606060606060606060606060606060606060606060606060606582007070707070707070707070707070707070707070707070707070707070707078000
module-reviewed-truncated	ontology-module	reject	truncated document	8e7674772e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30687265766965776564816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e315820060606060606060606060606060606060606060606060606060606060606060658200707070707070707070707070707070707070707070707070707070707070707
module-reviewed-wrong-version	ontology-module	reject	unsupported version	8e7674782e6f6e746f6c6f67792d6d6f64756c652f302e316e74773a776f726c642d737461746565302e312e30687265766965776564816f74773a6b65726e656c40302e312e30826f776f726c643a496e64696361746f72781a776f726c643a496e64696361746f724f62736572766174696f6e81781a776f726c643a496e64696361746f724f62736572766174696f6e826f776f726c643a696e64696361746f726b776f726c643a76616c756580817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e31582006060606060606060606060606060606060606060606060606060606060606065820070707070707070707070707070707070707070707070707070707070707070780
universe-invalid-timestamp	universe	reject	invalid canonical timestamp	90781874772e73656d616e7469632d756e6976657273652f302e316e74773a776f726c642d737461746565302e312e306b576f726c64205374617465826f74773a6b65726e656c40302e312e307474773a776f726c642d737461746540302e312e3081781a776f726c643a496e64696361746f724f62736572766174696f6e81716170692d776f726c6462616e6b2d6f72678080817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e317819706f6c6963793a776f726c642f64697361626c656440302e316e6576616c3a776f726c6440302e315820080808080808080808080808080808080808080808080808080808080808080874323032362d31332d31325430303a30303a30305a80
universe-world-state	universe	accept	canonical valid E4.0 document	90781874772e73656d616e7469632d756e6976657273652f302e316e74773a776f726c642d737461746565302e312e306b576f726c64205374617465826f74773a6b65726e656c40302e312e307474773a776f726c642d737461746540302e312e3081781a776f726c643a496e64696361746f724f62736572766174696f6e81716170692d776f726c6462616e6b2d6f72678080817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e317819706f6c6963793a776f726c642f64697361626c656440302e316e6576616c3a776f726c6440302e315820080808080808080808080808080808080808080808080808080808080808080874323032362d30382d31325430303a30303a30305a80
universe-world-state-trailing	universe	reject	trailing byte	90781874772e73656d616e7469632d756e6976657273652f302e316e74773a776f726c642d737461746565302e312e306b576f726c64205374617465826f74773a6b65726e656c40302e312e307474773a776f726c642d737461746540302e312e3081781a776f726c643a496e64696361746f724f62736572766174696f6e81716170692d776f726c6462616e6b2d6f72678080817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e317819706f6c6963793a776f726c642f64697361626c656440302e316e6576616c3a776f726c6440302e315820080808080808080808080808080808080808080808080808080808080808080874323032362d30382d31325430303a30303a30305a8000
universe-world-state-truncated	universe	reject	truncated document	90781874772e73656d616e7469632d756e6976657273652f302e316e74773a776f726c642d737461746565302e312e306b576f726c64205374617465826f74773a6b65726e656c40302e312e307474773a776f726c642d737461746540302e312e3081781a776f726c643a496e64696361746f724f62736572766174696f6e81716170692d776f726c6462616e6b2d6f72678080817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e317819706f6c6963793a776f726c642f64697361626c656440302e316e6576616c3a776f726c6440302e315820080808080808080808080808080808080808080808080808080808080808080874323032362d30382d31325430303a30303a30305a
universe-world-state-wrong-version	universe	reject	unsupported version	90781874782e73656d616e7469632d756e6976657273652f302e316e74773a776f726c642d737461746565302e312e306b576f726c64205374617465826f74773a6b65726e656c40302e312e307474773a776f726c642d737461746540302e312e3081781a776f726c643a496e64696361746f724f62736572766174696f6e81716170692d776f726c6462616e6b2d6f72678080817771756572793a776f726c642f636f6d7061726540302e3181781a766965773a776f726c642f74696d652d73657269657340302e317819706f6c6963793a776f726c642f64697361626c656440302e316e6576616c3a776f726c6440302e315820080808080808080808080808080808080808080808080808080808080808080874323032362d30382d31325430303a30303a30305a80
