name	kind	expect	reason	hex
delta-semantic-changed-evidence	delta	reject	semantic delta cannot change source evidence	8e7574772e73656d616e7469632d64656c74612f302e316873656d616e746963666d617070656458200101010101010101010101010101010101010101010101010101010101010101582008080808080808080808080808080808080808080808080808080808080808085820090909090909090909090909090909090909090909090909090909090909090958200d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d58200a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a75776f726c642d62616e6b2d696e64696361746f727374323032362d30382d31315430303a30303a30325a58200b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b6c74773a63616e6f6e40302e31706d617070696e675f61646d697474656480
delta-semantic-mapped	delta	accept	semantic reinterpretation preserves source evidence	8e7574772e73656d616e7469632d64656c74612f302e316873656d616e746963666d617070656458200101010101010101010101010101010101010101010101010101010101010101582008080808080808080808080808080808080808080808080808080808080808085820090909090909090909090909090909090909090909090909090909090909090958200a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a58200a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a75776f726c642d62616e6b2d696e64696361746f727374323032362d30382d31315430303a30303a30325a58200b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b6c74773a63616e6f6e40302e31706d617070696e675f61646d697474656480
economic-event	economic-event	accept	canonical valid 0.1 document	8d7574772e65636f6e6f6d69632d6576656e742f302e317065636f6e6f6d69633a6576656e742f3174323032362d30382d31315430303a30303a30325a75776f726c642d62616e6b2d696e64696361746f72736e73656d616e7469635f7175657279582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08f68701191000021a0010000000190190006e7075626c69635f636f6d6d6f6e73f6836355534465302e3030317818657374696d617465645f696e66726173747275637475726583635553446130706d656173757265645f726576656e75657774773a65636f6e6f6d6963732d6d6574686f6440302e3180
economic-event-trailing	economic-event	reject	trailing byte	8d7574772e65636f6e6f6d69632d6576656e742f302e317065636f6e6f6d69633a6576656e742f3174323032362d30382d31315430303a30303a30325a75776f726c642d62616e6b2d696e64696361746f72736e73656d616e7469635f7175657279582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08f68701191000021a0010000000190190006e7075626c69635f636f6d6d6f6e73f6836355534465302e3030317818657374696d617465645f696e66726173747275637475726583635553446130706d656173757265645f726576656e75657774773a65636f6e6f6d6963732d6d6574686f6440302e318000
economic-event-truncated	economic-event	reject	truncated document	8d7574772e65636f6e6f6d69632d6576656e742f302e317065636f6e6f6d69633a6576656e742f3174323032362d30382d31315430303a30303a30325a75776f726c642d62616e6b2d696e64696361746f72736e73656d616e7469635f7175657279582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08f68701191000021a0010000000190190006e7075626c69635f636f6d6d6f6e73f6836355534465302e3030317818657374696d617465645f696e66726173747275637475726583635553446130706d656173757265645f726576656e75657774773a65636f6e6f6d6963732d6d6574686f6440302e31
economic-event-wrong-version	economic-event	reject	unsupported version	8d7578772e65636f6e6f6d69632d6576656e742f302e317065636f6e6f6d69633a6576656e742f3174323032362d30382d31315430303a30303a30325a75776f726c642d62616e6b2d696e64696361746f72736e73656d616e7469635f7175657279582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08f68701191000021a0010000000190190006e7075626c69635f636f6d6d6f6e73f6836355534465302e3030317818657374696d617465645f696e66726173747275637475726583635553446130706d656173757265645f726576656e75657774773a65636f6e6f6d6963732d6d6574686f6440302e3180
economic-invalid-currency	economic-event	reject	currency is not uppercase ASCII	8d7574772e65636f6e6f6d69632d6576656e742f302e317065636f6e6f6d69633a6576656e742f3174323032362d30382d31315430303a30303a30325a75776f726c642d62616e6b2d696e64696361746f72736e73656d616e7469635f7175657279582014710cd32f03df8145b7996150b9f6c32894e24bda2cf9ed2147b634a381eb08f68701191000021a0010000000190190006e7075626c69635f636f6d6d6f6e73f6836355734465302e3030317818657374696d617465645f696e66726173747275637475726583635553446130706d656173757265645f726576656e75657774773a65636f6e6f6d6963732d6d6574686f6440302e3180
materialization	materialization	accept	canonical valid 0.1 document	8a781f74772e6d6174657269616c697a6174696f6e2d6d616e69666573742f302e31781d6c61746573742d636f756e7472792d696e64696361746f727340302e31582001010101010101010101010101010101010101010101010101010101010101016c74773a63616e6f6e40302e3101825820020202020202020202020202020202020202020202020202020202020202020258200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404040274323032362d30382d31315430303a30303a30325a80
materialization-duplicate-packet	materialization	reject	duplicate packet digest	8a781f74772e6d6174657269616c697a6174696f6e2d6d616e69666573742f302e31781d6c61746573742d636f756e7472792d696e64696361746f727340302e31582001010101010101010101010101010101010101010101010101010101010101016c74773a63616e6f6e40302e3101825820020202020202020202020202020202020202020202020202020202020202020258200202020202020202020202020202020202020202020202020202020202020202582004040404040404040404040404040404040404040404040404040404040404040274323032362d30382d31315430303a30303a30325a80
materialization-trailing	materialization	reject	trailing byte	8a781f74772e6d6174657269616c697a6174696f6e2d6d616e69666573742f302e31781d6c61746573742d636f756e7472792d696e64696361746f727340302e31582001010101010101010101010101010101010101010101010101010101010101016c74773a63616e6f6e40302e3101825820020202020202020202020202020202020202020202020202020202020202020258200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404040274323032362d30382d31315430303a30303a30325a8000
materialization-truncated	materialization	reject	truncated document	8a781f74772e6d6174657269616c697a6174696f6e2d6d616e69666573742f302e31781d6c61746573742d636f756e7472792d696e64696361746f727340302e31582001010101010101010101010101010101010101010101010101010101010101016c74773a63616e6f6e40302e3101825820020202020202020202020202020202020202020202020202020202020202020258200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404040274323032362d30382d31315430303a30303a30325a
materialization-wrong-version	materialization	reject	unsupported version	8a781f78772e6d6174657269616c697a6174696f6e2d6d616e69666573742f302e31781d6c61746573742d636f756e7472792d696e64696361746f727340302e31582001010101010101010101010101010101010101010101010101010101010101016c74773a63616e6f6e40302e3101825820020202020202020202020202020202020202020202020202020202020202020258200303030303030303030303030303030303030303030303030303030303030303582004040404040404040404040404040404040404040404040404040404040404040274323032362d30382d31315430303a30303a30325a80
packet-attested-semantic	packet	accept	reviewed mapping with closure evidence	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544c781a737461746973746963733a706f70756c6174696f6e546f74616c85687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e74656765728178216d617070696e673a776f726c642d62616e6b2d7374617469737469637340302e3158200c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31867161747465737465645f73656d616e7469636d64657465726d696e6973746963687265766965776564f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-indefinite-array	packet	reject	indefinite array	9f7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-invalid-mapping	packet	reject	invalid observed-native mapping status	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f7065f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-observed-native	packet	accept	canonical valid 0.1 document	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-observed-native-trailing	packet	reject	trailing byte	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c69638000
packet-observed-native-truncated	packet	reject	truncated document	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c6963
packet-observed-native-wrong-version	packet	reject	unsupported version	8e7678772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-provisional-semantic	packet	accept	candidate mapping remains provisional	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544c781a737461746973746963733a706f70756c6174696f6e546f74616c85687265736f6c766564683139363239353930706170706c69636174696f6e2f6a736f6e62656e8467696e74656765726831393632393539306b756e69743a706572736f6ef684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e74656765728178216d617070696e673a776f726c642d62616e6b2d7374617469737469637340302e3158200c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31867470726f766973696f6e616c5f73656d616e7469636d64657465726d696e69737469636963616e6469646174651a000c3500736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-date	packet	accept	valid typed lexical boundary	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646b736f757263652064617465706170706c69636174696f6e2f6a736f6e62656e8464646174656a323032342d30322d3239f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-date-invalid	packet	reject	invalid typed lexical form	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646b736f757263652064617465706170706c69636174696f6e2f6a736f6e62656e8464646174656a323032332d30322d3239f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-duration	packet	accept	valid typed lexical boundary	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646f736f75726365206475726174696f6e706170706c69636174696f6e2f6a736f6e62656e84686475726174696f6e6d50314454324833304d352e3553f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-duration-invalid	packet	reject	invalid typed lexical form	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646f736f75726365206475726174696f6e706170706c69636174696f6e2f6a736f6e62656e84686475726174696f6e6d51314454324833304d352e3553f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-uri	packet	accept	valid typed lexical boundary	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646a736f7572636520555249706170706c69636174696f6e2f6a736f6e62656e8463757269781c68747470733a2f2f6578616d706c652e6f72672f7265736f75726365f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
packet-typed-uri-invalid	packet	reject	invalid typed lexical form	8e7674772e73656d616e7469632d7061636b65742f302e316b6d6561737572656d656e748276776f726c642d62616e6b3a636f756e7472792f43484c816667656f3a434c826b53502e504f502e544f544cf685687265736f6c7665646a736f7572636520555249706170706c69636174696f6e2f6a736f6e62656e8463757269781c31747470733a2f2f6578616d706c652e6f72672f7265736f75726365f6f684806667656f3a434cf6f68574323032362d30382d31315430303a30303a30305af6f6f6f68475776f726c642d62616e6b2d696e64696361746f7273582001010101010101010101010101010101010101010101010101010101010101016a2f312f302f76616c7565f68958200202020202020202020202020202020202020202020202020202020202020202f65820030303030303030303030303030303030303030303030303030303030303030358200404040404040404040404040404040404040404040404040404040404040404816d70617273653a696e746567657280f6582005050505050505050505050505050505050505050505050505050505050505057274776972782d636f6d70696c657240302e31866f6f627365727665645f6e61746976656d64657465726d696e6973746963646e6f6e65f6736f6666696369616c5f7075626c69635f617069657374616c65826763757272656e74f6707075626c69635f76657273696f6e6564667075626c696380
query-invalid-proof	query	reject	unknown proof level	907574772e73656d616e7469632d71756572792f302e3181781a737461746973746963733a706f70756c6174696f6e546f74616c826b67656f3a436f756e747279816667656f3a434c80836763757272656e74f6f683011a000f4240816872657669657765648380018082816f6f627365727665645f6e617469766581646e6f6e6582f67572657475726e5f6578706c696369745f7374616c6583f6f680817070726573657276655f736f757263657384010000191388836662726f6b656e01016d686967686573745f70726f6f66830a18641a0001000080
